jahr,alter,maennlich,weiblich,gesamt,source
1958,84,43000,59000,102000,original
1958,85,31000,45000,76000,original
1958,86,26000,37000,63000,original
1958,87,16000,24000,40000,original
1958,88,14000,22000,36000,original
1958,89,9000,14000,23000,original
1959,0,621000,587000,1208000,original
1959,1,583000,552000,1135000,original
1959,2,577000,547000,1124000,original
1959,3,560000,532000,1092000,original
1959,4,547000,518000,1065000,original
1959,5,545000,518000,1063000,original
1959,6,535000,509000,1044000,original
1959,7,539000,512000,1051000,original
1959,8,536000,510000,1046000,original
1959,9,533000,507000,1040000,original
1959,10,520000,496000,1016000,original
1959,11,485000,462000,947000,original
1959,12,457000,439000,896000,original
1959,13,408000,392000,800000,original
1959,14,366000,358000,724000,original
1959,15,506000,489000,995000,original
1959,16,525000,504000,1029000,original
1959,17,514000,496000,1010000,original
1959,18,633000,609000,1242000,original
1959,19,685000,659000,1344000,original
1959,20,680000,655000,1335000,original
1959,21,639000,614000,1253000,original
1959,22,599000,575000,1174000,original
1959,23,588000,572000,1160000,original
1959,24,579000,559000,1138000,original
1959,25,550000,531000,1081000,original
1959,26,447000,432000,879000,original
1959,27,449000,442000,891000,original
1959,28,458000,454000,912000,original
1959,29,497000,497000,994000,original
1959,30,486000,490000,976000,original
1959,31,494000,500000,994000,original
1959,32,446000,487000,933000,original
1959,33,422000,509000,931000,original
1959,34,419000,540000,959000,original
1959,35,372000,523000,895000,original
1959,36,370000,528000,898000,original
1959,37,398000,561000,959000,original
1959,38,420000,598000,1018000,original
1959,39,425000,618000,1043000,original
1959,40,328000,469000,797000,original
1959,41,221000,314000,535000,original
1959,42,213000,300000,513000,original
1959,43,236000,336000,572000,original
1959,44,317000,453000,770000,original
1959,45,405000,583000,988000,original
1959,46,429000,596000,1025000,original
1959,47,450000,614000,1064000,original
1959,48,432000,585000,1017000,original
1959,49,452000,614000,1066000,original
1959,50,473000,626000,1099000,original
1959,51,474000,622000,1096000,original
1959,52,479000,604000,1083000,original
1959,53,473000,600000,1073000,original
1959,54,492000,576000,1068000,original
1959,55,489000,574000,1063000,original
1959,56,466000,549000,1015000,original
1959,57,473000,560000,1033000,original
1959,58,454000,540000,994000,original
1959,59,435000,521000,956000,original
1959,60,400000,505000,905000,original
1959,61,373000,499000,872000,original
1959,62,339000,472000,811000,original
1959,63,324000,470000,794000,original
1959,64,297000,442000,739000,original
1959,65,277000,423000,700000,original
1959,66,266000,407000,673000,original
1959,67,249000,379000,628000,original
1959,68,245000,368000,613000,original
1959,69,229000,345000,574000,original
1959,70,222000,334000,556000,original
1959,71,210000,310000,520000,original
1959,72,200000,292000,492000,original
1959,73,182000,267000,449000,original
1959,74,171000,248000,419000,original
1959,75,156000,224000,380000,original
1959,76,139000,200000,339000,original
1959,77,129000,183000,312000,original
1959,78,114000,161000,275000,original
1959,79,103000,147000,250000,original
1959,80,91000,128000,219000,original
1959,81,80000,114000,194000,original
1959,82,67000,93000,160000,original
1959,83,56000,80000,136000,original
1959,84,47000,66000,113000,original
1959,85,35000,49000,84000,original
1959,86,25000,37000,62000,original
1959,87,20000,30000,50000,original
1959,88,12000,19000,31000,original
1959,89,11000,17000,28000,original
1960,0,628000,598000,1226000,original
1960,1,616000,584000,1200000,original
1960,2,582000,551000,1133000,original
1960,3,577000,546000,1123000,original
1960,4,560000,533000,1093000,original
1960,5,547000,518000,1065000,original
1960,6,545000,518000,1063000,original
1960,7,535000,510000,1045000,original
1960,8,539000,512000,1051000,original
1960,9,536000,510000,1046000,original
1960,10,533000,507000,1040000,original
1960,11,520000,496000,1016000,original
1960,12,485000,462000,947000,original
1960,13,457000,439000,896000,original
1960,14,408000,392000,800000,original
1960,15,367000,358000,725000,original
1960,16,507000,490000,997000,original
1960,17,526000,505000,1031000,original
1960,18,519000,497000,1016000,original
1960,19,639000,610000,1249000,original
1960,20,691000,660000,1351000,original
1960,21,688000,656000,1344000,original
1960,22,645000,615000,1260000,original
1960,23,605000,575000,1180000,original
1960,24,598000,573000,1171000,original
1960,25,589000,559000,1148000,original
1960,26,560000,531000,1091000,original
1960,27,455000,433000,888000,original
1960,28,457000,442000,899000,original
1960,29,465000,454000,919000,original
1960,30,503000,497000,1000000,original
1960,31,491000,490000,981000,original
1960,32,499000,500000,999000,original
1960,33,450000,487000,937000,original
1960,34,426000,509000,935000,original
1960,35,423000,540000,963000,original
1960,36,375000,523000,898000,original
1960,37,373000,528000,901000,original
1960,38,400000,560000,960000,original
1960,39,421000,597000,1018000,original
1960,40,427000,617000,1044000,original
1960,41,329000,468000,797000,original
1960,42,221000,314000,535000,original
1960,43,214000,299000,513000,original
1960,44,237000,335000,572000,original
1960,45,317000,452000,769000,original
1960,46,405000,581000,986000,original
1960,47,428000,594000,1022000,original
1960,48,449000,612000,1061000,original
1960,49,430000,582000,1012000,original
1960,50,449000,612000,1061000,original
1960,51,470000,623000,1093000,original
1960,52,470000,619000,1089000,original
1960,53,475000,601000,1076000,original
1960,54,469000,596000,1065000,original
1960,55,486000,572000,1058000,original
1960,56,483000,570000,1053000,original
1960,57,459000,545000,1004000,original
1960,58,465000,556000,1021000,original
1960,59,446000,535000,981000,original
1960,60,426000,516000,942000,original
1960,61,391000,499000,890000,original
1960,62,364000,493000,857000,original
1960,63,330000,466000,796000,original
1960,64,314000,463000,777000,original
1960,65,287000,434000,721000,original
1960,66,267000,415000,682000,original
1960,67,256000,398000,654000,original
1960,68,239000,370000,609000,original
1960,69,234000,358000,592000,original
1960,70,218000,334000,552000,original
1960,71,210000,322000,532000,original
1960,72,197000,298000,495000,original
1960,73,187000,278000,465000,original
1960,74,169000,253000,422000,original
1960,75,158000,234000,392000,original
1960,76,143000,209000,352000,original
1960,77,126000,185000,311000,original
1960,78,116000,168000,284000,original
1960,79,101000,146000,247000,original
1960,80,91000,132000,223000,original
1960,81,79000,114000,193000,original
1960,82,68000,99000,167000,original
1960,83,56000,80000,136000,original
1960,84,46000,68000,114000,original
1960,85,38000,55000,93000,original
1960,86,27000,40000,67000,original
1960,87,19000,29000,48000,original
1960,88,15000,24000,39000,original
1960,89,9000,14000,23000,original
1961,0,654000,623000,1277000,original
1961,1,623000,595000,1218000,original
1961,2,614000,583000,1197000,original
1961,3,579000,549000,1128000,original
1961,4,571000,541000,1112000,original
1961,5,556000,529000,1085000,original
1961,6,542000,515000,1057000,original
1961,7,540000,514000,1054000,original
1961,8,529000,504000,1033000,original
1961,9,534000,508000,1042000,original
1961,10,531000,505000,1036000,original
1961,11,534000,508000,1042000,original
1961,12,520000,495000,1015000,original
1961,13,484000,461000,945000,original
1961,14,458000,439000,897000,original
1961,15,410000,394000,804000,original
1961,16,367000,357000,724000,original
1961,17,509000,490000,999000,original
1961,18,528000,503000,1031000,original
1961,19,515000,490000,1005000,original
1961,20,633000,602000,1235000,original
1961,21,675000,645000,1320000,original
1961,22,669000,639000,1308000,original
1961,23,627000,601000,1228000,original
1961,24,596000,566000,1162000,original
1961,25,598000,568000,1166000,original
1961,26,594000,560000,1154000,original
1961,27,563000,531000,1094000,original
1961,28,459000,435000,894000,original
1961,29,460000,442000,902000,original
1961,30,475000,461000,936000,original
1961,31,510000,500000,1010000,original
1961,32,501000,495000,996000,original
1961,33,509000,505000,1014000,original
1961,34,460000,492000,952000,original
1961,35,434000,516000,950000,original
1961,36,425000,541000,966000,original
1961,37,378000,527000,905000,original
1961,38,376000,532000,908000,original
1961,39,404000,564000,968000,original
1961,40,425000,604000,1029000,original
1961,41,425000,617000,1042000,original
1961,42,329000,470000,799000,original
1961,43,221000,313000,534000,original
1961,44,214000,300000,514000,original
1961,45,237000,336000,573000,original
1961,46,315000,451000,766000,original
1961,47,404000,581000,985000,original
1961,48,426000,594000,1020000,original
1961,49,446000,609000,1055000,original
1961,50,429000,583000,1012000,original
1961,51,443000,608000,1051000,original
1961,52,465000,621000,1086000,original
1961,53,464000,615000,1079000,original
1961,54,470000,599000,1069000,original
1961,55,464000,594000,1058000,original
1961,56,478000,568000,1046000,original
1961,57,475000,566000,1041000,original
1961,58,451000,542000,993000,original
1961,59,457000,552000,1009000,original
1961,60,438000,534000,972000,original
1961,61,417000,511000,928000,original
1961,62,382000,494000,876000,original
1961,63,354000,488000,842000,original
1961,64,322000,461000,783000,original
1961,65,305000,456000,761000,original
1961,66,278000,426000,704000,original
1961,67,258000,408000,666000,original
1961,68,247000,390000,637000,original
1961,69,229000,361000,590000,original
1961,70,224000,351000,575000,original
1961,71,207000,322000,529000,original
1961,72,199000,310000,509000,original
1961,73,186000,285000,471000,original
1961,74,175000,266000,441000,original
1961,75,158000,240000,398000,original
1961,76,146000,219000,365000,original
1961,77,131000,195000,326000,original
1961,78,115000,172000,287000,original
1961,79,105000,154000,259000,original
1961,80,92000,134000,226000,original
1961,81,80000,117000,197000,original
1961,82,68000,101000,169000,original
1961,83,58000,87000,145000,original
1961,84,48000,71000,119000,original
1961,85,39000,58000,97000,original
1961,86,31000,46000,77000,original
1961,87,23000,34000,57000,original
1961,88,16000,25000,41000,original
1961,89,12000,19000,31000,original
1961,90,5000,8000,13000,original
1962,0,659000,626000,1285000,original
1962,1,650000,620000,1270000,original
1962,2,623000,595000,1218000,original
1962,3,614000,583000,1197000,original
1962,4,579000,549000,1128000,original
1962,5,571000,542000,1113000,original
1962,6,556000,530000,1086000,original
1962,7,543000,515000,1058000,original
1962,8,540000,514000,1054000,original
1962,9,529000,505000,1034000,original
1962,10,535000,508000,1043000,original
1962,11,531000,506000,1037000,original
1962,12,534000,508000,1042000,original
1962,13,520000,495000,1015000,original
1962,14,485000,462000,947000,original
1962,15,459000,440000,899000,original
1962,16,411000,395000,806000,original
1962,17,370000,358000,728000,original
1962,18,515000,492000,1007000,original
1962,19,536000,506000,1042000,original
1962,20,522000,493000,1015000,original
1962,21,639000,605000,1244000,original
1962,22,681000,648000,1329000,original
1962,23,677000,642000,1319000,original
1962,24,639000,604000,1243000,original
1962,25,606000,569000,1175000,original
1962,26,606000,570000,1176000,original
1962,27,601000,562000,1163000,original
1962,28,570000,533000,1103000,original
1962,29,465000,436000,901000,original
1962,30,466000,444000,910000,original
1962,31,480000,462000,942000,original
1962,32,516000,501000,1017000,original
1962,33,506000,496000,1002000,original
1962,34,513000,506000,1019000,original
1962,35,464000,493000,957000,original
1962,36,438000,517000,955000,original
1962,37,427000,541000,968000,original
1962,38,380000,527000,907000,original
1962,39,378000,532000,910000,original
1962,40,406000,564000,970000,original
1962,41,426000,603000,1029000,original
1962,42,426000,616000,1042000,original
1962,43,330000,470000,800000,original
1962,44,221000,313000,534000,original
1962,45,214000,300000,514000,original
1962,46,237000,336000,573000,original
1962,47,315000,450000,765000,original
1962,48,403000,580000,983000,original
1962,49,425000,592000,1017000,original
1962,50,444000,607000,1051000,original
1962,51,427000,580000,1007000,original
1962,52,441000,605000,1046000,original
1962,53,462000,618000,1080000,original
1962,54,460000,612000,1072000,original
1962,55,465000,595000,1060000,original
1962,56,458000,590000,1048000,original
1962,57,471000,564000,1035000,original
1962,58,468000,561000,1029000,original
1962,59,443000,537000,980000,original
1962,60,448000,547000,995000,original
1962,61,428000,528000,956000,original
1962,62,407000,505000,912000,original
1962,63,372000,488000,860000,original
1962,64,344000,481000,825000,original
1962,65,312000,453000,765000,original
1962,66,294000,448000,742000,original
1962,67,267000,417000,684000,original
1962,68,248000,398000,646000,original
1962,69,236000,380000,616000,original
1962,70,218000,350000,568000,original
1962,71,212000,339000,551000,original
1962,72,195000,310000,505000,original
1962,73,187000,296000,483000,original
1962,74,173000,271000,444000,original
1962,75,162000,251000,413000,original
1962,76,145000,225000,370000,original
1962,77,133000,204000,337000,original
1962,78,118000,180000,298000,original
1962,79,103000,157000,260000,original
1962,80,92000,139000,231000,original
1962,81,80000,120000,200000,original
1962,82,68000,103000,171000,original
1962,83,58000,88000,146000,original
1962,84,48000,74000,122000,original
1962,85,39000,59000,98000,original
1962,86,31000,48000,79000,original
1962,87,24000,37000,61000,original
1962,88,17000,27000,44000,original
1962,89,12000,19000,31000,original
1962,90,7000,10000,17000,original
1963,0,678000,645000,1323000,original
1963,1,656000,624000,1280000,original
1963,2,650000,620000,1270000,original
1963,3,623000,595000,1218000,original
1963,4,615000,583000,1198000,original
1963,5,580000,550000,1130000,original
1963,6,571000,542000,1113000,original
1963,7,556000,530000,1086000,original
1963,8,543000,515000,1058000,original
1963,9,541000,515000,1056000,original
1963,10,530000,505000,1035000,original
1963,11,535000,509000,1044000,original
1963,12,532000,506000,1038000,original
1963,13,534000,509000,1043000,original
1963,14,521000,496000,1017000,original
1963,15,486000,463000,949000,original
1963,16,461000,441000,902000,original
1963,17,414000,396000,810000,original
1963,18,375000,361000,736000,original
1963,19,521000,496000,1017000,original
1963,20,539000,509000,1048000,original
1963,21,523000,496000,1019000,original
1963,22,642000,607000,1249000,original
1963,23,687000,650000,1337000,original
1963,24,685000,644000,1329000,original
1963,25,645000,606000,1251000,original
1963,26,610000,570000,1180000,original
1963,27,610000,572000,1182000,original
1963,28,604000,564000,1168000,original
1963,29,573000,535000,1108000,original
1963,30,468000,438000,906000,original
1963,31,469000,445000,914000,original
1963,32,482000,463000,945000,original
1963,33,518000,502000,1020000,original
1963,34,507000,497000,1004000,original
1963,35,514000,507000,1021000,original
1963,36,465000,494000,959000,original
1963,37,439000,517000,956000,original
1963,38,428000,542000,970000,original
1963,39,381000,527000,908000,original
1963,40,379000,532000,911000,original
1963,41,406000,564000,970000,original
1963,42,426000,603000,1029000,original
1963,43,426000,616000,1042000,original
1963,44,329000,469000,798000,original
1963,45,221000,313000,534000,original
1963,46,214000,299000,513000,original
1963,47,236000,335000,571000,original
1963,48,313000,449000,762000,original
1963,49,401000,578000,979000,original
1963,50,423000,590000,1013000,original
1963,51,441000,605000,1046000,original
1963,52,423000,578000,1001000,original
1963,53,437000,602000,1039000,original
1963,54,457000,615000,1072000,original
1963,55,455000,609000,1064000,original
1963,56,459000,592000,1051000,original
1963,57,452000,586000,1038000,original
1963,58,464000,560000,1024000,original
1963,59,459000,557000,1016000,original
1963,60,434000,532000,966000,original
1963,61,438000,541000,979000,original
1963,62,418000,522000,940000,original
1963,63,395000,499000,894000,original
1963,64,361000,481000,842000,original
1963,65,333000,473000,806000,original
1963,66,301000,445000,746000,original
1963,67,283000,438000,721000,original
1963,68,256000,408000,664000,original
1963,69,237000,388000,625000,original
1963,70,224000,368000,592000,original
1963,71,207000,339000,546000,original
1963,72,200000,326000,526000,original
1963,73,183000,297000,480000,original
1963,74,174000,282000,456000,original
1963,75,160000,257000,417000,original
1963,76,149000,236000,385000,original
1963,77,132000,210000,342000,original
1963,78,120000,188000,308000,original
1963,79,105000,164000,269000,original
1963,80,90000,141000,231000,original
1963,81,80000,124000,204000,original
1963,82,69000,106000,175000,original
1963,83,58000,90000,148000,original
1963,84,48000,75000,123000,original
1963,85,40000,62000,102000,original
1963,86,31000,48000,79000,original
1963,87,24000,39000,63000,original
1963,88,18000,29000,47000,original
1963,89,13000,21000,34000,original
1963,90,7000,11000,18000,original
1964,0,680000,646000,1326000,original
1964,1,676000,643000,1319000,original
1964,2,654000,624000,1278000,original
1964,3,651000,621000,1272000,original
1964,4,624000,596000,1220000,original
1964,5,615000,584000,1199000,original
1964,6,580000,551000,1131000,original
1964,7,572000,543000,1115000,original
1964,8,557000,531000,1088000,original
1964,9,543000,516000,1059000,original
1964,10,542000,515000,1057000,original
1964,11,530000,505000,1035000,original
1964,12,534000,508000,1042000,original
1964,13,529000,503000,1032000,original
1964,14,535000,508000,1043000,original
1964,15,522000,495000,1017000,original
1964,16,487000,461000,948000,original
1964,17,463000,441000,904000,original
1964,18,420000,397000,817000,original
1964,19,377000,361000,738000,original
1964,20,521000,497000,1018000,original
1964,21,538000,510000,1048000,original
1964,22,523000,495000,1018000,original
1964,23,649000,608000,1257000,original
1964,24,697000,649000,1346000,original
1964,25,691000,643000,1334000,original
1964,26,650000,603000,1253000,original
1964,27,613000,570000,1183000,original
1964,28,610000,569000,1179000,original
1964,29,601000,561000,1162000,original
1964,30,571000,531000,1102000,original
1964,31,469000,435000,904000,original
1964,32,475000,443000,918000,original
1964,33,493000,462000,955000,original
1964,34,528000,499000,1027000,original
1964,35,517000,495000,1012000,original
1964,36,522000,506000,1028000,original
1964,37,470000,492000,962000,original
1964,38,443000,515000,958000,original
1964,39,430000,537000,967000,original
1964,40,383000,525000,908000,original
1964,41,380000,530000,910000,original
1964,42,407000,562000,969000,original
1964,43,427000,601000,1028000,original
1964,44,424000,611000,1035000,original
1964,45,327000,465000,792000,original
1964,46,218000,309000,527000,original
1964,47,212000,296000,508000,original
1964,48,235000,332000,567000,original
1964,49,311000,446000,757000,original
1964,50,399000,575000,974000,original
1964,51,420000,587000,1007000,original
1964,52,438000,601000,1039000,original
1964,53,420000,574000,994000,original
1964,54,432000,597000,1029000,original
1964,55,452000,609000,1061000,original
1964,56,449000,603000,1052000,original
1964,57,452000,586000,1038000,original
1964,58,445000,581000,1026000,original
1964,59,455000,553000,1008000,original
1964,60,450000,550000,1000000,original
1964,61,425000,525000,950000,original
1964,62,427000,534000,961000,original
1964,63,406000,515000,921000,original
1964,64,382000,490000,872000,original
1964,65,350000,472000,822000,original
1964,66,320000,463000,783000,original
1964,67,289000,435000,724000,original
1964,68,270000,427000,697000,original
1964,69,244000,396000,640000,original
1964,70,225000,377000,602000,original
1964,71,212000,356000,568000,original
1964,72,194000,325000,519000,original
1964,73,187000,313000,500000,original
1964,74,169000,282000,451000,original
1964,75,160000,265000,425000,original
1964,76,147000,241000,388000,original
1964,77,134000,219000,353000,original
1964,78,118000,194000,312000,original
1964,79,107000,172000,279000,original
1964,80,94000,149000,243000,original
1964,81,79000,127000,206000,original
1964,82,69000,110000,179000,original
1964,83,59000,93000,152000,original
1964,84,49000,77000,126000,original
1964,85,40000,63000,103000,original
1964,86,32000,52000,84000,original
1964,87,25000,40000,65000,original
1964,88,19000,31000,50000,original
1964,89,14000,23000,37000,original
1964,90,10000,16000,26000,original
1965,0,665000,631000,1296000,original
1965,1,678000,645000,1323000,original
1965,2,676000,643000,1319000,original
1965,3,655000,624000,1279000,original
1965,4,651000,622000,1273000,original
1965,5,625000,597000,1222000,original
1965,6,616000,585000,1201000,original
1965,7,581000,551000,1132000,original
1965,8,573000,543000,1116000,original
1965,9,558000,532000,1090000,original
1965,10,544000,517000,1061000,original
1965,11,543000,516000,1059000,original
1965,12,530000,506000,1036000,original
1965,13,535000,509000,1044000,original
1965,14,531000,505000,1036000,original
1965,15,536000,510000,1046000,original
1965,16,524000,497000,1021000,original
1965,17,491000,464000,955000,original
1965,18,471000,446000,917000,original
1965,19,426000,403000,829000,original
1965,20,381000,366000,747000,original
1965,21,524000,501000,1025000,original
1965,22,542000,514000,1056000,original
1965,23,534000,499000,1033000,original
1965,24,660000,611000,1271000,original
1965,25,710000,652000,1362000,original
1965,26,701000,645000,1346000,original
1965,27,658000,606000,1264000,original
1965,28,619000,572000,1191000,original
1965,29,616000,571000,1187000,original
1965,30,607000,563000,1170000,original
1965,31,577000,533000,1110000,original
1965,32,476000,437000,913000,original
1965,33,480000,445000,925000,original
1965,34,498000,464000,962000,original
1965,35,533000,501000,1034000,original
1965,36,521000,497000,1018000,original
1965,37,525000,507000,1032000,original
1965,38,473000,493000,966000,original
1965,39,446000,516000,962000,original
1965,40,432000,538000,970000,original
1965,41,384000,526000,910000,original
1965,42,382000,530000,912000,original
1965,43,408000,561000,969000,original
1965,44,427000,600000,1027000,original
1965,45,424000,610000,1034000,original
1965,46,327000,464000,791000,original
1965,47,218000,308000,526000,original
1965,48,212000,296000,508000,original
1965,49,234000,331000,565000,original
1965,50,310000,444000,754000,original
1965,51,397000,573000,970000,original
1965,52,418000,585000,1003000,original
1965,53,435000,599000,1034000,original
1965,54,416000,571000,987000,original
1965,55,427000,594000,1021000,original
1965,56,446000,605000,1051000,original
1965,57,442000,599000,1041000,original
1965,58,445000,582000,1027000,original
1965,59,437000,576000,1013000,original
1965,60,446000,548000,994000,original
1965,61,441000,545000,986000,original
1965,62,415000,519000,934000,original
1965,63,416000,527000,943000,original
1965,64,394000,507000,901000,original
1965,65,370000,482000,852000,original
1965,66,338000,463000,801000,original
1965,67,308000,453000,761000,original
1965,68,277000,425000,702000,original
1965,69,258000,416000,674000,original
1965,70,232000,384000,616000,original
1965,71,212000,364000,576000,original
1965,72,199000,343000,542000,original
1965,73,182000,311000,493000,original
1965,74,174000,298000,472000,original
1965,75,157000,267000,424000,original
1965,76,147000,249000,396000,original
1965,77,134000,225000,359000,original
1965,78,121000,203000,324000,original
1965,79,106000,177000,283000,original
1965,80,94000,156000,250000,original
1965,81,82000,133000,215000,original
1965,82,68000,112000,180000,original
1965,83,59000,96000,155000,original
1965,84,49000,80000,129000,original
1965,85,40000,65000,105000,original
1965,86,32000,53000,85000,original
1965,87,26000,43000,69000,original
1965,88,20000,32000,52000,original
1965,89,15000,25000,40000,original
1965,90,11000,18000,29000,original
1966,0,661000,630000,1291000,original
1966,1,662000,628000,1290000,original
1966,2,677000,644000,1321000,original
1966,3,676000,644000,1320000,original
1966,4,656000,625000,1281000,original
1966,5,652000,622000,1274000,original
1966,6,626000,597000,1223000,original
1966,7,617000,585000,1202000,original
1966,8,582000,552000,1134000,original
1966,9,573000,544000,1117000,original
1966,10,559000,533000,1092000,original
1966,11,545000,518000,1063000,original
1966,12,543000,517000,1060000,original
1966,13,531000,507000,1038000,original
1966,14,536000,510000,1046000,original
1966,15,532000,506000,1038000,original
1966,16,538000,511000,1049000,original
1966,17,527000,499000,1026000,original
1966,18,496000,469000,965000,original
1966,19,474000,451000,925000,original
1966,20,425000,408000,833000,original
1966,21,380000,370000,750000,original
1966,22,526000,504000,1030000,original
1966,23,547000,516000,1063000,original
1966,24,538000,501000,1039000,original
1966,25,663000,612000,1275000,original
1966,26,710000,654000,1364000,original
1966,27,700000,646000,1346000,original
1966,28,657000,607000,1264000,original
1966,29,618000,573000,1191000,original
1966,30,615000,572000,1187000,original
1966,31,605000,564000,1169000,original
1966,32,575000,534000,1109000,original
1966,33,474000,438000,912000,original
1966,34,479000,445000,924000,original
1966,35,496000,464000,960000,original
1966,36,531000,502000,1033000,original
1966,37,519000,497000,1016000,original
1966,38,523000,507000,1030000,original
1966,39,471000,493000,964000,original
1966,40,444000,516000,960000,original
1966,41,430000,538000,968000,original
1966,42,383000,525000,908000,original
1966,43,380000,529000,909000,original
1966,44,406000,561000,967000,original
1966,45,425000,599000,1024000,original
1966,46,422000,609000,1031000,original
1966,47,325000,463000,788000,original
1966,48,217000,307000,524000,original
1966,49,211000,295000,506000,original
1966,50,232000,330000,562000,original
1966,51,307000,443000,750000,original
1966,52,393000,571000,964000,original
1966,53,414000,582000,996000,original
1966,54,430000,595000,1025000,original
1966,55,412000,568000,980000,original
1966,56,422000,590000,1012000,original
1966,57,440000,601000,1041000,original
1966,58,435000,595000,1030000,original
1966,59,437000,577000,1014000,original
1966,60,428000,571000,999000,original
1966,61,436000,542000,978000,original
1966,62,430000,538000,968000,original
1966,63,403000,512000,915000,original
1966,64,404000,519000,923000,original
1966,65,381000,499000,880000,original
1966,66,357000,473000,830000,original
1966,67,324000,454000,778000,original
1966,68,295000,443000,738000,original
1966,69,264000,414000,678000,original
1966,70,245000,404000,649000,original
1966,71,219000,372000,591000,original
1966,72,200000,351000,551000,original
1966,73,187000,328000,515000,original
1966,74,169000,297000,466000,original
1966,75,161000,282000,443000,original
1966,76,144000,251000,395000,original
1966,77,134000,233000,367000,original
1966,78,121000,208000,329000,original
1966,79,108000,186000,294000,original
1966,80,93000,161000,254000,original
1966,81,82000,140000,222000,original
1966,82,70000,118000,188000,original
1966,83,57000,97000,154000,original
1966,84,49000,83000,132000,original
1966,85,41000,68000,109000,original
1966,86,32000,55000,87000,original
1966,87,25000,43000,68000,original
1966,88,20000,35000,55000,original
1966,89,15000,25000,40000,original
1966,90,11000,19000,30000,original
1967,0,638000,607000,1245000,original
1967,1,655000,625000,1280000,original
1967,2,659000,626000,1285000,original
1967,3,676000,643000,1319000,original
1967,4,675000,643000,1318000,original
1967,5,655000,624000,1279000,original
1967,6,652000,622000,1274000,original
1967,7,625000,597000,1222000,original
1967,8,616000,585000,1201000,original
1967,9,582000,552000,1134000,original
1967,10,574000,544000,1118000,original
1967,11,559000,533000,1092000,original
1967,12,545000,518000,1063000,original
1967,13,544000,518000,1062000,original
1967,14,531000,508000,1039000,original
1967,15,536000,510000,1046000,original
1967,16,532000,507000,1039000,original
1967,17,538000,512000,1050000,original
1967,18,527000,500000,1027000,original
1967,19,494000,469000,963000,original
1967,20,469000,451000,920000,original
1967,21,421000,407000,828000,original
1967,22,377000,368000,745000,original
1967,23,522000,502000,1024000,original
1967,24,543000,514000,1057000,original
1967,25,532000,498000,1030000,original
1967,26,655000,610000,1265000,original
1967,27,699000,650000,1349000,original
1967,28,690000,643000,1333000,original
1967,29,646000,604000,1250000,original
1967,30,608000,570000,1178000,original
1967,31,605000,569000,1174000,original
1967,32,596000,561000,1157000,original
1967,33,566000,532000,1098000,original
1967,34,466000,436000,902000,original
1967,35,471000,444000,915000,original
1967,36,489000,463000,952000,original
1967,37,524000,500000,1024000,original
1967,38,513000,496000,1009000,original
1967,39,517000,506000,1023000,original
1967,40,466000,491000,957000,original
1967,41,438000,515000,953000,original
1967,42,426000,536000,962000,original
1967,43,378000,524000,902000,original
1967,44,376000,528000,904000,original
1967,45,402000,559000,961000,original
1967,46,421000,597000,1018000,original
1967,47,418000,607000,1025000,original
1967,48,322000,461000,783000,original
1967,49,215000,306000,521000,original
1967,50,208000,294000,502000,original
1967,51,230000,328000,558000,original
1967,52,304000,441000,745000,original
1967,53,389000,568000,957000,original
1967,54,409000,579000,988000,original
1967,55,425000,592000,1017000,original
1967,56,406000,565000,971000,original
1967,57,416000,586000,1002000,original
1967,58,433000,597000,1030000,original
1967,59,427000,590000,1017000,original
1967,60,428000,572000,1000000,original
1967,61,419000,565000,984000,original
1967,62,426000,536000,962000,original
1967,63,419000,531000,950000,original
1967,64,392000,505000,897000,original
1967,65,391000,511000,902000,original
1967,66,368000,490000,858000,original
1967,67,343000,464000,807000,original
1967,68,310000,444000,754000,original
1967,69,281000,432000,713000,original
1967,70,250000,402000,652000,original
1967,71,232000,391000,623000,original
1967,72,206000,358000,564000,original
1967,73,187000,337000,524000,original
1967,74,174000,313000,487000,original
1967,75,156000,282000,438000,original
1967,76,148000,266000,414000,original
1967,77,131000,234000,365000,original
1967,78,121000,216000,337000,original
1967,79,108000,191000,299000,original
1967,80,96000,169000,265000,original
1967,81,82000,145000,227000,original
1967,82,71000,124000,195000,original
1967,83,60000,103000,163000,original
1967,84,48000,84000,132000,original
1967,85,41000,71000,112000,original
1967,86,33000,57000,90000,original
1967,87,26000,45000,71000,original
1967,88,20000,34000,54000,original
1967,89,16000,28000,44000,original
1967,90,11000,19000,30000,original
1968,0,611000,581000,1192000,original
1968,1,635000,605000,1240000,original
1968,2,655000,625000,1280000,original
1968,3,660000,627000,1287000,original
1968,4,677000,644000,1321000,original
1968,5,676000,644000,1320000,original
1968,6,656000,625000,1281000,original
1968,7,652000,623000,1275000,original
1968,8,626000,598000,1224000,original
1968,9,617000,586000,1203000,original
1968,10,583000,553000,1136000,original
1968,11,574000,546000,1120000,original
1968,12,560000,534000,1094000,original
1968,13,546000,519000,1065000,original
1968,14,545000,519000,1064000,original
1968,15,533000,509000,1042000,original
1968,16,538000,513000,1051000,original
1968,17,535000,509000,1044000,original
1968,18,545000,518000,1063000,original
1968,19,534000,507000,1041000,original
1968,20,498000,476000,974000,original
1968,21,475000,456000,931000,original
1968,22,429000,411000,840000,original
1968,23,387000,372000,759000,original
1968,24,531000,505000,1036000,original
1968,25,550000,516000,1066000,original
1968,26,538000,500000,1038000,original
